entity_id,state,domain,friendly_name
sensor.energy_production_today_remaining_2,0.011,sensor,Solar production forecast Estimated energy production - remaining today
sensor.energy_production_tomorrow_2,3.058,sensor,Solar production forecast Estimated energy production - tomorrow
sensor.power_highest_peak_time_today_2,2026-08-03T09:30:00+00:00,sensor,Solar production forecast Highest power peak time - today
sensor.power_highest_peak_time_tomorrow_2,2026-08-04T12:00:00+00:00,sensor,Solar production forecast Highest power peak time - tomorrow
sensor.power_production_now_2,27,sensor,Solar production forecast Estimated power production - now
sensor.energy_current_hour_2,0.057,sensor,Solar production forecast Estimated energy production - this hour
sensor.energy_next_hour_2,0.011,sensor,Solar production forecast Estimated energy production - next hour
sensor.energy_production_today_3,11.685,sensor,Solar production forecast Estimated energy production - today
sensor.energy_production_today_remaining_3,0.036,sensor,Solar production forecast Estimated energy production - remaining today
sensor.energy_production_tomorrow_3,14.609,sensor,Solar production forecast Estimated energy production - tomorrow
sensor.power_highest_peak_time_today_3,2026-08-03T09:30:00+00:00,sensor,Solar production forecast Highest power peak time - today
sensor.power_highest_peak_time_tomorrow_3,2026-08-04T11:00:00+00:00,sensor,Solar production forecast Highest power peak time - tomorrow
sensor.power_production_now_3,81,sensor,Solar production forecast Estimated power production - now
sensor.energy_current_hour_3,0.158,sensor,Solar production forecast Estimated energy production - this hour
sensor.energy_next_hour_3,0.036,sensor,Solar production forecast Estimated energy production - next hour
sensor.rudi_klein_disk_size,5495.8232421875,sensor,Rudi Klein Disk size
sensor.rudi_klein_disk_available,5418.9755859375,sensor,Rudi Klein Disk available
sensor.rudi_klein_disk_used,76.84765625,sensor,Rudi Klein Disk used
sensor.rudi_klein_disk_usage,1.4,sensor,Rudi Klein Disk usage
sensor.rudi_klein_photos_count,73904,sensor,Rudi Klein Photos count
sensor.rudi_klein_videos_count,4657,sensor,Rudi Klein Videos count
sensor.rudi_klein_disk_used_by_photos,10.9691661410034,sensor,Rudi Klein Disk used by photos
sensor.rudi_klein_disk_used_by_videos,0.104520807974041,sensor,Rudi Klein Disk used by videos
update.rudi_klein_version,on,update,Rudi Klein Version
remote.kleintv_4,off,remote,KleinTV
sensor.electriciteitsmeter_total_power_import_cost,7.26929999999968,sensor,sensor Cost
sensor.p1_meter_total_power_export_compensation,3.25649999999978,sensor,sensor Compensation
sensor.watermeter_total_water_usage_cost,0.669999999999789,sensor,sensor Cost
switch.ikea_energy_meter_13_waterleiding_inv,on,switch,IKEA energy meter 13 Waterleiding (INV)
sensor.epson_et_2860_series,idle,sensor,EPSON ET-2860 Series
sensor.home_assistant_v2_db_size,2764.74,sensor,home-assistant_v2.db Size
update.enphase_envoy_installer_update,off,update,Enphase Envoy (Installer) Update
update.auto_entities_update,off,update,auto-entities Update
update.local_tuya_update,off,update,Local Tuya Update
update.keep_texts_in_tabs_update,off,update,Keep Texts in Tabs Update
update.espsomfy_rts_update,off,update,ESPSomfy RTS Update
update.mushroom_update,off,update,Mushroom Update
update.washdata_update,off,update,WashData Update
update.button_card_update,off,update,button-card Update
update.enphase_ev_chager_2_cloud_update,off,update,Enphase Energy Update
update.google_dark_theme_update,off,update,Google Dark Theme Update
update.haghs_update,off,update,HAGHS Update
update.bubble_card_update,off,update,Bubble Card Update
update.kiosk_mode_update,off,update,Kiosk Mode Update
update.kia_uvo_hyundai_bluelink_update,off,update,Kia Uvo / Hyundai Bluelink Update
update.notify_studio_update,off,update,Notify Studio Update
update.spook_your_homie_update,off,update,Spook 👻 Your homie Update
update.custom_features_for_home_assistant_cards_update,off,update,Custom Features for Home Assistant Cards Update
update.home_assistant_plant_update,off,update,Home Assistant Plant Update
update.universal_notifier_update,off,update,Universal Notifier Update
update.home_assistant_rflink_ui_update,off,update,Home Assistant RFLink UI Update
update.button_builder_update,off,update,Button Builder Update
update.flower_card_update,off,update,Flower Card Update
update.daikin_onecta_update,off,update,Daikin Onecta Update
update.c_a_f_e_update,off,update,C.A.F.E. Update
update.openplantbook_update,off,update,OpenPlantbook Update
update.zigbee_map_update,off,update,Zigbee Map Update
update.lovelace_card_templater_update,off,update,Lovelace Card Templater Update
update.scheduler_card_update,off,update,Scheduler Card Update
update.material_3_dark_light_theme_07_darkolivegreen_update,off,update,Material 3 Dark & Light Theme 07: DarkOliveGreen Update
update.immich_picture_update,off,update,Immich Picture Update
update.layout_card_update,off,update,layout-card Update
update.adaptive_lighting_update,off,update,Adaptive Lighting Update
update.alertticker_card_update,off,update,AlertTicker Card Update
update.card_mod_update,off,update,card-mod Update
update.custom_sidebar_update,off,update,Custom Sidebar Update
update.scheduler_component_update,off,update,Scheduler component Update
update.tuya_local_update,off,update,Tuya Local Update
update.hacs_update,off,update,HACS Update
update.watchman_update,off,update,Watchman Update
sensor.enphase_site_5850163_last_successful_update,2026-08-03T18:53:44+00:00,sensor,Enphase Cloud Last Successful Update
sensor.enphase_site_5850163_cloud_latency,389,sensor,Enphase Cloud Cloud Latency
sensor.enphase_cloud_current_production_power,210,sensor,Enphase Cloud Current Production Power
sensor.enphase_cloud_current_grid_power,866,sensor,Enphase Cloud Current Grid Power
sensor.enphase_site_5850163_cloud_error_code,none,sensor,Enphase Cloud Cloud Error Code
sensor.enphase_cloud_service_status,degraded,sensor,Enphase Cloud Service Status
sensor.enphase_site_5850163_cloud_backoff_ends,unknown,sensor,Enphase Cloud Cloud Backoff Ends
sensor.iq_gateway_system_controller,unavailable,sensor,IQ Gateway System Controller
sensor.iq_gateway_gateway_status,Degraded,sensor,IQ Gateway Gateway Status
sensor.iq_gateway_gateway_last_reported,2026-08-03T17:22:58+00:00,sensor,IQ Gateway Gateway Last Reported
sensor.enphase_site_5850163_site_solar_production,7600.33,sensor,Enphase Cloud Site Solar Production
sensor.enphase_site_5850163_site_consumption,17400.79,sensor,Enphase Cloud Site Consumption
sensor.enphase_cloud_site_evse_charging,3844.94,sensor,Enphase Cloud Site EVSE Charging
sensor.enphase_site_5850163_site_grid_import,12461.75,sensor,Enphase Cloud Site Grid Import
sensor.enphase_site_5850163_site_grid_export,2847.53,sensor,Enphase Cloud Site Grid Export
sensor.enphase_site_5850163_site_battery_charge,unavailable,sensor,Enphase Cloud Site Battery Charge
sensor.enphase_site_5850163_site_battery_discharge,unavailable,sensor,Enphase Cloud Site Battery Discharge
sensor.iq_microinverters_microinverter_connectivity_status,Online,sensor,IQ Microinverters Microinverter Connectivity Status
sensor.iq_microinverters_active_microinverters,13,sensor,IQ Microinverters Active Microinverters
sensor.iq_microinverters_microinverter_last_reported,2026-08-03T15:34:24+00:00,sensor,IQ Microinverters Microinverter Last Reported
sensor.kleinpaal_last_session,5.17,sensor,Kleinpaal Last Session
sensor.kleinpaal_connector_status,SUSPENDED_EVSE,sensor,Kleinpaal Connector Status
sensor.kleinpaal_electrical_phase,Three Phase,sensor,Kleinpaal Electrical Phase
sensor.kleinpaal_power,0,sensor,Kleinpaal Power
sensor.kleinpaal_set_amps,unavailable,sensor,Kleinpaal Set Amps
sensor.kleinpaal_last_reported_at,2026-08-03T18:45:11+00:00,sensor,Kleinpaal Last Reported At
sensor.kleinpaal_charge_mode,GREEN_CHARGING,sensor,Kleinpaal Charge Mode
sensor.kleinpaal_charger_authentication,enabled,sensor,Kleinpaal Charger Authentication
sensor.kleinpaal_status,Normal,sensor,Kleinpaal Charger Status
sensor.kleinpaal_lifetime_energy,3844.94,sensor,Kleinpaal Lifetime Energy
binary_sensor.enphase_site_5850163_cloud_reachable,on,binary_sensor,Enphase Cloud Cloud Reachable
binary_sensor.kleinpaal_plugged_in,on,binary_sensor,Kleinpaal Plugged In
binary_sensor.kleinpaal_charging,off,binary_sensor,Kleinpaal Charging
binary_sensor.kleinpaal_connectivity,on,binary_sensor,Kleinpaal Connectivity
binary_sensor.unknown_enphase_cloud_active_system_events,off,binary_sensor,Enphase Cloud Active System Events
button.iq_gateway_cancel_pending_profile_change,unavailable,button,IQ Gateway Cancel Pending Profile Change
button.kleinpaal_start_charging,2026-08-02T09:02:21.438115+00:00,button,Kleinpaal Start Charging
button.kleinpaal_stop_charging,unknown,button,Kleinpaal Stop Charging
button.kleinpaal_schedule_refresh,unknown,button,Kleinpaal Schedule Refresh
button.kleinpaal_schedule_save,unknown,button,Kleinpaal Schedule Save
button.kleinpaal_schedule_delete,unknown,button,Kleinpaal Schedule Delete
select.kleinpaal_charge_mode,Green,select,Kleinpaal Charge Mode
select.kleinpaal_schedule,00:00-12:00 (32 A),select,Kleinpaal Schedule
number.kleinpaal_charging_amps,25.0,number,Kleinpaal Charging Amps
switch.kleinpaal,off,switch,Kleinpaal
switch.kleinpaal_schedule_monday,on,switch,Kleinpaal Schedule Monday
switch.kleinpaal_schedule_tuesday,on,switch,Kleinpaal Schedule Tuesday
switch.kleinpaal_schedule_wednesday,on,switch,Kleinpaal Schedule Wednesday
switch.kleinpaal_schedule_thursday,on,switch,Kleinpaal Schedule Thursday
switch.kleinpaal_schedule_friday,on,switch,Kleinpaal Schedule Friday
switch.kleinpaal_schedule_saturday,on,switch,Kleinpaal Schedule Saturday
switch.kleinpaal_schedule_sunday,on,switch,Kleinpaal Schedule Sunday
time.kleinpaal_schedule_start_time,00:00:00,time,Kleinpaal Schedule Start Time
time.kleinpaal_schedule_end_time,12:00:00,time,Kleinpaal Schedule End Time
calendar.unknown_enphase_cloud_system_event_history,off,calendar,Enphase Cloud System Event History
ai_task.google_ai_task,unknown,ai_task,Google AI Task
conversation.google_ai_conversation,2026-07-28T15:42:11.037320+00:00,conversation,Google AI Conversation
stt.google_ai_stt,unknown,stt,Google AI STT
tts.google_ai_tts,2026-07-28T16:00:03.713362+00:00,tts,Google AI TTS
sensor.uptime,2026-08-02T15:36:23+00:00,sensor,Uptime
media_player.kleincastnew,off,media_player,KleinCastNew
ai_task.openai_ai_task,unknown,ai_task,OpenAI AI Task
ai_task.openai_ai_task_2,unknown,ai_task,OpenAI AI Task
conversation.openai_conversation,2026-07-28T15:43:06.844731+00:00,conversation,OpenAI Conversation
stt.openai_stt,unknown,stt,OpenAI STT
tts.openai_tts,2026-07-28T16:04:44.402973+00:00,tts,OpenAI TTS
device_tracker.mobiel_julius_smartphone,home,device_tracker,Julius smartphone
notify.mobiel_julius_smartphone,unknown,notify,Julius smartphone
sensor.mobiel_julius_smartphone_battery_level,22,sensor,Julius smartphone Battery Level
sensor.mobiel_julius_smartphone_battery_state,discharging,sensor,Julius smartphone Battery State
sensor.mobiel_julius_smartphone_charger_type,none,sensor,Julius smartphone Charger Type
sensor.mobiel_julius_smartphone_julius_geocoded_location,"Dukaatslag 45, 3991 TB Houten, Netherlands",sensor,Julius smartphone Julius Geocoded location
binary_sensor.mobiel_rolien_smartphone_prive_android_auto,off,binary_sensor,Rolien smartphone prive Android Auto
binary_sensor.mobiel_rolien_smartphone_prive_high_accuracy_mode,unknown,binary_sensor,Rolien smartphone prive High accuracy mode
device_tracker.mobiel_rolien_smartphone_prive,home,device_tracker,Rolien smartphone prive
notify.mobiel_rolien_smartphone_prive,unknown,notify,Rolien smartphone prive
sensor.mobiel_rolien_smartphone_prive_battery_level,73,sensor,Rolien smartphone prive Battery level
sensor.mobiel_rolien_smartphone_prive_battery_state,discharging,sensor,Rolien smartphone prive Battery state
sensor.mobiel_rolien_smartphone_prive_charger_type,none,sensor,Rolien smartphone prive Charger type
sensor.mobiel_rolien_smartphone_prive_geocoded_location,"Dukaatslag 37, 3991 TB Houten, Netherlands",sensor,Rolien smartphone prive Geocoded location
sensor.mobiel_rolien_smartphone_prive_high_accuracy_update_interval,unknown,sensor,Rolien smartphone prive High accuracy update interval
device_tracker.galaxy_watch4_26kz,unknown,device_tracker,Rudi smartwatch
notify.galaxy_watch4_26kz,unknown,notify,Rudi smartwatch
sensor.galaxy_watch4_26kz_battery_level,98,sensor,Rudi smartwatch Battery level
sensor.galaxy_watch4_26kz_battery_state,discharging,sensor,Rudi smartwatch Battery state
sensor.galaxy_watch4_26kz_charger_type,none,sensor,Rudi smartwatch Charger type
binary_sensor.rudi_smartphone_android_auto,off,binary_sensor,Rudi tablet Android Auto
binary_sensor.rudi_smartphone_high_accuracy_mode,off,binary_sensor,Rudi tablet High accuracy mode
device_tracker.rudi_smartphone,unknown,device_tracker,Rudi tablet
notify.rudi_smartphone,2026-07-13T16:31:08.405176+00:00,notify,Rudi smartphone (S10)
sensor.rudi_smartphone_battery_level,65,sensor,Rudi tablet Battery level
sensor.rudi_smartphone_battery_state,discharging,sensor,Rudi tablet Battery state
sensor.rudi_smartphone_charger_type,none,sensor,Rudi tablet Charger type
sensor.rudi_smartphone_geocoded_location,"Dukaatslag 37, 3991 TB Houten, Netherlands",sensor,Rudi tablet Geocoded location
sensor.rudi_smartphone_high_accuracy_update_interval,unknown,sensor,Rudi tablet High accuracy update interval
device_tracker.woonkamer_klein_tablet,unknown,device_tracker,Klein tablet
notify.woonkamer_klein_tablet,unknown,notify,Klein tablet
sensor.woonkamer_klein_tablet_battery_level,99,sensor,Klein tablet Battery level
sensor.woonkamer_klein_tablet_battery_state,not_charging,sensor,Klein tablet Battery state
sensor.woonkamer_klein_tablet_charger_type,ac,sensor,Klein tablet Charger type
device_tracker.mobiel_rolien_smartphone_werk,home,device_tracker,Rolien smartphone werk
notify.mobiel_rolien_smartphone_werk,unknown,notify,Rolien smartphone werk
sensor.mobiel_rolien_smartphone_werk_battery_level,73,sensor,Rolien smartphone werk Battery level
sensor.mobiel_rolien_smartphone_werk_battery_state,discharging,sensor,Rolien smartphone werk Battery state
sensor.mobiel_rolien_smartphone_werk_charger_type,none,sensor,Rolien smartphone werk Charger type
device_tracker.mobiel_rudi_tablet,unknown,device_tracker,Rudi tablet
notify.mobiel_rudi_tablet,unknown,notify,Rudi tablet
sensor.mobiel_rudi_tablet_battery_level,100,sensor,Rudi tablet Battery level
sensor.mobiel_rudi_tablet_battery_state,full,sensor,Rudi tablet Battery state
sensor.mobiel_rudi_tablet_charger_type,ac,sensor,Rudi tablet Charger type
binary_sensor.mobiel_rudi_smartphone_rudiphone55_android_auto,off,binary_sensor,Rudi smartphone RudiPhone55 Android Auto
device_tracker.mobiel_rudi_smartphone,home,device_tracker,Rudi smartphone
notify.mobiel_rudi_smartphone,2026-07-13T16:33:10.526942+00:00,notify,Rudi smartphone
sensor.mobiel_rudi_smartphone_rudiphone55_battery_level,0,sensor,Rudi smartphone RudiPhone55 Battery level
sensor.mobiel_rudi_smartphone_rudiphone55_battery_state,discharging,sensor,Rudi smartphone RudiPhone55 Battery state
sensor.mobiel_rudi_smartphone_rudiphone55_charger_type,none,sensor,Rudi smartphone RudiPhone55 Charger type
sensor.mobiel_rudi_smartphone_rudiphone55_geocoded_location,"Dukaatslag 37, 3991 TB Houten, Netherlands",sensor,Rudi smartphone RudiPhone55 Geocoded location
device_tracker.mobiel_darius_smartphone,home,device_tracker,Darius smartphone
notify.mobiel_darius_smartphone,unknown,notify,Darius smartphone
sensor.mobiel_darius_smartphone_darius_s25_battery_level,50,sensor,Darius smartphone darius-s25 Battery level
sensor.mobiel_darius_smartphone_darius_s25_battery_state,discharging,sensor,Darius smartphone darius-s25 Battery state
sensor.mobiel_darius_smartphone_darius_s25_charger_type,none,sensor,Darius smartphone darius-s25 Charger type
switch.floor_schedule_schema,on,switch,Scheduler Floor schedule schema
binary_sensor.rpi_power_status,off,binary_sensor,Raspberry Pi Power status
sensor.droger_state,off,sensor,Droger State
sensor.droger_program,off,sensor,Droger Program
sensor.droger_current_phase,off,sensor,Droger Current Phase
sensor.droger_time_remaining,unknown,sensor,Droger Time Remaining
sensor.droger_total_duration,unknown,sensor,Droger Total Duration
sensor.droger_progress,0.0,sensor,Droger Progress
sensor.droger_current_power,0.3,sensor,Droger Current Power
sensor.droger_elapsed_time,0,sensor,Droger Elapsed Time
sensor.droger_suggested_settings_available,0,sensor,Droger Suggested Settings Available
sensor.droger_cycle_count,8,sensor,Droger Cycle Count
sensor.zolder_droger_energy_total,0.97,sensor,Droger Energy Total
binary_sensor.droger_running,off,binary_sensor,Droger Running
select.droger_cycle_program,auto_detect,select,Droger Cycle Program
button.droger_force_end_cycle,unknown,button,Droger Force End Cycle
button.droger_pause_cycle,unavailable,button,Droger Pause Cycle
button.droger_resume_cycle,unavailable,button,Droger Resume Cycle
button.zolder_droger_record_cycle_start,unknown,button,Droger Record Cycle Start
button.zolder_droger_record_cycle_stop,unavailable,button,Droger Record Cycle Stop
sensor.washing_machine_state,off,sensor,Wasmachine State
sensor.washing_machine_program,off,sensor,Wasmachine Program
sensor.washing_machine_current_phase,Off,sensor,Wasmachine Current Phase
sensor.washing_machine_time_remaining,unknown,sensor,Wasmachine Time Remaining
sensor.washing_machine_total_duration,unknown,sensor,Wasmachine Total Duration
sensor.washing_machine_progress,0.0,sensor,Wasmachine Progress
sensor.washing_machine_current_power,0.0,sensor,Wasmachine Current Power
sensor.washing_machine_elapsed_time,0,sensor,Wasmachine Elapsed Time
sensor.washing_machine_suggested_settings_available,6,sensor,Wasmachine Suggested Settings Available
sensor.washing_machine_cycle_count,31,sensor,Wasmachine Cycle Count
sensor.zolder_wasmachine_energy_total,3.344,sensor,Wasmachine Energy Total
binary_sensor.washing_machine_running,off,binary_sensor,Wasmachine Running
select.washing_machine_cycle_program,auto_detect,select,Wasmachine Cycle Program
button.washing_machine_force_end_cycle,unknown,button,Wasmachine Force End Cycle
button.washing_machine_pause_cycle,unavailable,button,Wasmachine Pause Cycle
button.washing_machine_resume_cycle,unavailable,button,Wasmachine Resume Cycle
button.zolder_wasmachine_record_cycle_start,unknown,button,Wasmachine Record Cycle Start
button.zolder_wasmachine_record_cycle_stop,unavailable,button,Wasmachine Record Cycle Stop
sensor.vaatwasser_state,running,sensor,Vaatwasser State
sensor.vaatwasser_program,detecting...,sensor,Vaatwasser Program
sensor.vaatwasser_current_phase,Running,sensor,Vaatwasser Current Phase
sensor.vaatwasser_time_remaining,unknown,sensor,Vaatwasser Time Remaining
sensor.vaatwasser_total_duration,unknown,sensor,Vaatwasser Total Duration
sensor.vaatwasser_progress,0.0,sensor,Vaatwasser Progress
sensor.vaatwasser_current_power,1.758,sensor,Vaatwasser Current Power
sensor.vaatwasser_elapsed_time,755,sensor,Vaatwasser Elapsed Time
sensor.vaatwasser_suggested_settings_available,6,sensor,Vaatwasser Suggested Settings Available
sensor.vaatwasser_cycle_count,85,sensor,Vaatwasser Cycle Count
sensor.keuken_vaatwasser_energy_total,13.13,sensor,Vaatwasser Energy Total
sensor.keuken_vaatwasser_profile_eco_express_count,33,sensor,Vaatwasser Profile ECO Express Count
binary_sensor.vaatwasser_running,on,binary_sensor,Vaatwasser Running
select.vaatwasser_cycle_program,auto_detect,select,Vaatwasser Cycle Program
button.vaatwasser_force_end_cycle,unknown,button,Vaatwasser Force End Cycle
button.vaatwasser_pause_cycle,unknown,button,Vaatwasser Pause Cycle
button.vaatwasser_resume_cycle,unavailable,button,Vaatwasser Resume Cycle
button.keuken_vaatwasser_record_cycle_start,unavailable,button,Vaatwasser Record Cycle Start
button.keuken_vaatwasser_record_cycle_stop,unavailable,button,Vaatwasser Record Cycle Stop
sensor.bedroom_ir_combined_temperature,25.1,sensor,Bedroom IR combined temperature
sensor.system_ha_global_health_score,94,sensor,System: HA - Global Health Score
update.iq_gateway_gateway_firmware,off,update,IQ Gateway Gateway Firmware
update.kleinpaal_firmware,off,update,Kleinpaal Firmware
sensor.watchman_last_updated,2026-08-03T18:41:31+00:00,sensor,Watchman Last Update
sensor.watchman_missing_entities,60,sensor,Watchman Missing Entities
sensor.watchman_missing_actions,0,sensor,Watchman Missing Actions
sensor.watchman_status,idle,sensor,Watchman Status
sensor.watchman_parse_duration,1.44130877198768,sensor,Watchman Parse Duration
sensor.watchman_last_parse,2026-08-02T16:33:30+00:00,sensor,Watchman Last Parse
sensor.watchman_processed_files,26,sensor,Watchman Processed Files
sensor.watchman_ignored_files,0,sensor,Watchman Ignored Files
text.watchman_ignored_labels,,text,Ignored Labels
button.watchman_create_report_file,unknown,button,Watchman Create Report File
media_player.kleintv_2,unavailable,media_player,KleinTV
button.energy_socket_julius_identify,unknown,button,Energy Socket Julius Identify
number.energy_socket_julius_status_light_brightness,25,number,Energy Socket Julius Status light brightness
sensor.energy_socket_julius_wi_fi_ssid,KleinMore2.4,sensor,Energy Socket Julius Wi-Fi SSID
sensor.energy_socket_julius_wi_fi_strength,100,sensor,Energy Socket Julius Wi-Fi strength
sensor.energy_socket_julius_energy_import,3342.624,sensor,Energy Socket Julius Energy import
sensor.energy_socket_julius_energy_export,unavailable,sensor,Energy Socket Julius Energy export
sensor.energy_socket_julius_power,245.487,sensor,Energy Socket Julius Power
sensor.energy_socket_julius_power_phase_1,245.487,sensor,Energy Socket Julius Power phase 1
sensor.energy_socket_julius_voltage,231.225,sensor,Energy Socket Julius Voltage
sensor.energy_socket_julius_current,1.213,sensor,Energy Socket Julius Current
sensor.energy_socket_julius_frequency,50.01,sensor,Energy Socket Julius Frequency
switch.energy_socket_julius,unavailable,switch,Energy Socket Julius
switch.energy_socket_julius_switch_lock,on,switch,Energy Socket Julius Switch lock
switch.energy_socket_julius_cloud_connection,on,switch,Energy Socket Julius Cloud connection
weather.home,partlycloudy,weather,Weather forecast
button.energy_socket_vaatwasser_identify,unknown,button,Energy Socket Vaatwasser Identify
number.energy_socket_vaatwasser_status_light_brightness,43,number,Energy Socket Vaatwasser Status light brightness
sensor.energy_socket_vaatwasser_wi_fi_ssid,KleinLess,sensor,Energy Socket Vaatwasser Wi-Fi SSID
sensor.energy_socket_vaatwasser_energy_import,2302.264,sensor,Energy Socket Vaatwasser Energy import
sensor.energy_socket_vaatwasser_power,1.76,sensor,Energy Socket Vaatwasser Power
sensor.energy_socket_vaatwasser_power_phase_1,1.76,sensor,Energy Socket Vaatwasser Power phase 1
switch.energy_socket_vaatwasser,on,switch,Energy Socket Vaatwasser
switch.energy_socket_vaatwasser_switch_lock,off,switch,Energy Socket Vaatwasser Switch lock
switch.energy_socket_vaatwasser_cloud_connection,on,switch,Energy Socket Vaatwasser Cloud connection
button.energy_socket_rudi_identify,unknown,button,Energy Socket Rudi Identify
number.energy_socket_rudi_status_light_brightness,100,number,Energy Socket Rudi Status light brightness
sensor.energy_socket_rudi_wi_fi_ssid,KleinLess,sensor,Energy Socket Rudi Wi-Fi SSID
sensor.energy_socket_rudi_wi_fi_strength,100,sensor,Energy Socket Rudi Wi-Fi strength
sensor.energy_socket_rudi_energy_import,719.205,sensor,Energy Socket Rudi Energy import
sensor.energy_socket_rudi_energy_export,unavailable,sensor,Energy Socket Rudi Energy export
sensor.energy_socket_rudi_power,167.262,sensor,Energy Socket Rudi Power
sensor.energy_socket_rudi_power_phase_1,167.262,sensor,Energy Socket Rudi Power phase 1
sensor.energy_socket_rudi_voltage,234.123,sensor,Energy Socket Rudi Voltage
sensor.energy_socket_rudi_current,0.848,sensor,Energy Socket Rudi Current
sensor.energy_socket_rudi_frequency,50.01,sensor,Energy Socket Rudi Frequency
switch.energy_socket_rudi,unavailable,switch,Energy Socket Rudi
switch.energy_socket_rudi_switch_lock,on,switch,Energy Socket Rudi Switch lock
switch.energy_socket_rudi_cloud_connection,on,switch,Energy Socket Rudi Cloud connection
button.watermeter_identify,unknown,button,Watermeter Identify
sensor.watermeter_wi_fi_ssid,KleinLess,sensor,Watermeter Wi-Fi SSID
sensor.watermeter_wi_fi_strength,100,sensor,Watermeter Wi-Fi strength
sensor.watermeter_active_water_usage,0.0,sensor,Watermeter Water usage
sensor.watermeter_total_water_usage,1076.897,sensor,Water
switch.watermeter_cloud_connection,on,switch,Watermeter Cloud connection
button.energy_socket_serverkast_identify,unknown,button,Energy Socket Serverkast Identify
number.energy_socket_serverkast_status_light_brightness,100,number,Energy Socket Serverkast Status light brightness
sensor.energy_socket_serverkast_wi_fi_ssid,KleinLess,sensor,Energy Socket Serverkast Wi-Fi SSID
sensor.energy_socket_serverkast_wi_fi_strength,100,sensor,Energy Socket Serverkast Wi-Fi strength
sensor.energy_socket_serverkast_energy_import,1710.6,sensor,Energy Socket Serverkast Energy import
sensor.energy_socket_serverkast_energy_export,unavailable,sensor,Energy Socket Serverkast Energy export
sensor.energy_socket_serverkast_power,34.027,sensor,Energy Socket Serverkast Power
sensor.energy_socket_serverkast_power_phase_1,34.027,sensor,Energy Socket Serverkast Power phase 1
sensor.energy_socket_serverkast_voltage,234.467,sensor,Energy Socket Serverkast Voltage
sensor.energy_socket_serverkast_current,0.25,sensor,Energy Socket Serverkast Current
sensor.energy_socket_serverkast_frequency,50.016,sensor,Energy Socket Serverkast Frequency
switch.energy_socket_serverkast,unavailable,switch,Energy Socket Serverkast
switch.energy_socket_serverkast_switch_lock,on,switch,Energy Socket Serverkast Switch lock
switch.energy_socket_serverkast_cloud_connection,on,switch,Energy Socket Serverkast Cloud connection
sensor.energy_kwh_meter_airco_wi_fi_ssid,KleinLess,sensor,Energy kWh meter Airco Wi-Fi SSID
sensor.energy_kwh_meter_airco_wi_fi_strength,100,sensor,Energy kWh meter Airco Wi-Fi strength
sensor.energy_kwh_meter_airco_energy_import,1821.381,sensor,Energy kWh meter Airco Energy import
sensor.energy_kwh_meter_airco_energy_export,unavailable,sensor,Energy kWh meter Airco Energy export
sensor.energy_kwh_meter_airco_power,557.642,sensor,Energy kWh meter Airco Power
sensor.energy_kwh_meter_airco_voltage,234.482,sensor,Energy kWh meter Airco Voltage
sensor.energy_kwh_meter_airco_current,2.609,sensor,Energy kWh meter Airco Current
sensor.energy_kwh_meter_airco_frequency,50.0,sensor,Energy kWh meter Airco Frequency
sensor.energy_kwh_meter_airco_apparent_power,586.815,sensor,Energy kWh meter Airco Apparent power
sensor.energy_kwh_meter_airco_reactive_power,-182.704,sensor,Energy kWh meter Airco Reactive power
sensor.energy_kwh_meter_airco_power_factor,95.0,sensor,Energy kWh meter Airco Power factor
switch.energy_kwh_meter_airco_cloud_connection,on,switch,Energy kWh meter Airco Cloud connection
sensor.energy_kwh_meter_fornuis_wi_fi_ssid,KleinLess,sensor,Energy kWh meter Fornuis Wi-Fi SSID
sensor.energy_kwh_meter_fornuis_wi_fi_strength,100,sensor,Energy kWh meter Fornuis Wi-Fi strength
sensor.energy_kwh_meter_fornuis_energy_import,818.127,sensor,Energy kWh meter Fornuis Energy import
sensor.energy_kwh_meter_fornuis_energy_export,unavailable,sensor,Energy kWh meter Fornuis Energy export
sensor.energy_kwh_meter_fornuis_power,0.0,sensor,Energy kWh meter Fornuis Power
sensor.energy_kwh_meter_fornuis_power_phase_1,0.0,sensor,Energy kWh meter Fornuis Power phase 1
sensor.energy_kwh_meter_fornuis_power_phase_2,0.0,sensor,Energy kWh meter Fornuis Power phase 2
sensor.energy_kwh_meter_fornuis_power_phase_3,0.0,sensor,Energy kWh meter Fornuis Power phase 3
sensor.energy_kwh_meter_fornuis_voltage_phase_1,234.427,sensor,Energy kWh meter Fornuis Voltage phase 1
sensor.energy_kwh_meter_fornuis_voltage_phase_2,233.005,sensor,Energy kWh meter Fornuis Voltage phase 2
sensor.energy_kwh_meter_fornuis_voltage_phase_3,232.396,sensor,Energy kWh meter Fornuis Voltage phase 3
sensor.energy_kwh_meter_fornuis_current,1.481,sensor,Energy kWh meter Fornuis Current
sensor.energy_kwh_meter_fornuis_current_phase_1,0.033,sensor,Energy kWh meter Fornuis Current phase 1
sensor.energy_kwh_meter_fornuis_current_phase_2,0.55,sensor,Energy kWh meter Fornuis Current phase 2
sensor.energy_kwh_meter_fornuis_current_phase_3,0.898,sensor,Energy kWh meter Fornuis Current phase 3
sensor.energy_kwh_meter_fornuis_frequency,49.954,sensor,Energy kWh meter Fornuis Frequency
sensor.energy_kwh_meter_fornuis_apparent_power,344.562,sensor,Energy kWh meter Fornuis Apparent power
